ID,Название приложения,Магазин,Рейтинг,Заголовок,Содержание,Автор,Дата,Регион,Версия,Полезность
12970529257,Medisafe Medication Management,App Store,1,"Used to be excellent, now totally useless -trash. I used to love this when I first started using it.","Used to be good, now totally useless. I used to love this when I first started using it many years ago. Over time it started having lot of issues around reminders so I stopped using it. Now, I decided to give it a try again after 2-3 years and nothing works. I tried adding new medications and there was no input box to type the name of the medication. I tried adding reminder and was not able to do it. Basically the whole app has gone from excellent to piece of trash over last 7-8 years. May be they should just remove this from App Store.",Buddy914,03.08.2025,us,9.48.2,0
12969343974,Medisafe Medication Management,App Store,1,Critical alerts,"There is no ability to change the alert reminders. Every 10 minutes is ridiculous. 

Please update the critical alerts so we can choose which medication gets the alert. Having it alert for all medications isn’t ideal.",JW1JW,03.08.2025,us,9.48.2,0
12961026608,Medisafe Medication Management,App Store,3,Overall - Very Happy,"As many are, I’m dealing with some serious health issues, and weird and obnoxious side effects.  I use this app to help me take control of my meds, and it can tell you when you are low on meds and subtract out each dose (but I haven’t gotten that far yet).",krazy koni with a k,01.08.2025,us,9.48.2,0
12957595729,Medisafe Medication Management,App Store,1,Another great Android app that is terrible on iOS,Why aren't there actual notification settings? Why does it pop up a new notification every 10 minutes if I don't snooze it? The app just keeps stacking up notifications.,abigleman,31.07.2025,us,9.48.2,0
12935547537,Medisafe Medication Management,App Store,3,OK but needs site chart,"This app is fine for listing medications and reminders to take, but is lacking a way to track where medications are injected, which would helpful because two different medications require subcutaneous injections, and the injection site is supposed to vary but it’s hard sometimes to remember where the last shots were taken",SFDMcI,25.07.2025,us,9.48.0,0
12931300040,Medisafe Medication Management,App Store,4,Medication reminder/history,"I really like that I can get reminders of when to take my medications. I also like that I can see when I last took a medication. I wish there was some way to see when I took all of my medications in relation to each other (i.e. how many as needed medications did I take in a month, etc.)",Phileoxenia,24.07.2025,us,9.48.0,0
12918900066,Medisafe Medication Management,App Store,5,The only app you'll need,"I'm diabetic and recently had a heart scare. I need to track my blood glucose levels and now new meds and a variety of doctors appointments and tracking my Vitals. The reminders to take pills and customizable notes are quite literally a life save. I can track my doctors and appointments as well as send reports of sugar levels and other Vitals along with pill adherence. This app also tracks my med levels and sends reminders at a customizable time point to refill them. Best of all, the things I've needed it for are all free. The paid features are also worth while but the basic app will meet your needs.",Crobderg,21.07.2025,us,9.48.0,0
12910822816,Medisafe Medication Management,App Store,1,Awesome except…,"When I use this app on my android phone, I never had one single problem with it. Ever since I started using it on my iPad, every time I have to confirm that I have taken/declined a med, I have to confirm twice. So when I tap on it to say “taken” or “not taken”, it never, and I mean, never, put a little checkmark or a little X next to the medication, it just refreshes without any annotation at all, as if I did nothing. Then I have to do it again in order for it to register. Otherwise this app is incredible! I have used it for years. I don’t really want to put one star but I’m sure that’s the only way to get the attention of the developers. I will change it when someone contacts me. Thank you.",PrncsLeiah,19.07.2025,us,9.48.0,0
12910615978,Medisafe Medication Management,App Store,5,Great app,"When it’s time to take my meds, it makes this terribly annoying noise. Which is a good thing because it motivated me to get up and take my meds. Nothing else has motivated me this much to take my meds. If you forget to take your meds, I highly recommend this app. The other features I haven’t really messed with yet",Soon Mee Kim,19.07.2025,us,9.48.0,0
12909489258,Medisafe Medication Management,App Store,3,No Landscape,"The inner workings of this app are perfect, but not being able to turn the device to Landscape mode is a major negative… especially with wall devices.",Mykee220,19.07.2025,us,9.48.0,0
12855875917,Medisafe Medication Management,App Store,4,Good but…,"Please put in an easy print option to output your medications for doctor visits! 

(No, a mailed PDF isn’t as good)

Also, versions ago, you broke the basic function … it ignores a touch to record taking and does a little screen refresh BUT DOESN’T MARK THE MEDS!

Fix both, please.",UttBuggly,05.07.2025,us,9.47.2,0
12851772114,Medisafe Medication Management,App Store,4,All in all happy with it,"I have got two major complaints. First, is the fact that no matter if I mark the meds are taken or not I’ve got about a 50% chance it’ll tell my med friends I didn’t take them. Secondly, is that I cannot edit or manage my med friends after I’ve set them up. All in all it’s an easy to use app just a few minor bugs that are frustrating.",MrsVanBuren,04.07.2025,us,9.47.2,0
12849327036,Medisafe Medication Management,App Store,3,Okay but slow,"The app seems OK to use, I’ve used it for years. It seems like recently it is just slow to open and slow to recognize entries.",OoMikeoOo,04.07.2025,us,9.47.2,0
12845562309,Medisafe Medication Management,App Store,1,Many glitches,"Mostly it alerts my “med friend” that I’ve not taken my meds, when I clearly have, hours After I’ve taken them. I’ve tried to delete my med friend only for them to be there after I check to see if they have indeed been deleted. Most annoying app",DVnJD,03.07.2025,us,9.47.2,0
12837040681,Medisafe Medication Management,App Store,2,Not as good after last update,I loved this app up until the recent update. Now it glitches and will keep saying I missed a dose when it’s already marked as taken. Or if I skip a dose it will show up again after I close the app.,11SuperMommy13,01.07.2025,us,9.47.2,0
12835781315,Medisafe Medication Management,App Store,1,"Was great, now buggy","Used to love this app, but I’ve reported a bug multiple times now, and no one ever got back to me. Compared to a few years ago the user experience is much worse",KarolinaT617,30.06.2025,us,9.47.2,0
12833563848,Medisafe Medication Management,App Store,3,Review update:What’s up with the App?????,"Long time user but now completely frustrated with this app. Continually having to delete & reinstall to get to my meds! It opens on my watch and my iPad but not on my iPhone. Been checking back for at least 2 weeks to see if you’ve fixed it. I’m about ready to just use the Apple medication tracker instead but I really appreciate this app when it’s working. I’ve done all the usual things like updating my phone, deleting app & reinstalling, closing windows and turning my phone off and back on again. The app will work for a day or 2 then it’s back to BLACK screen when trying to open it! Please fix this.
12/16/24 another annoying month of not being able to open app without having to reload it!
1/18/25 STILL SAME PROBLEM again and again. No reply from support! Is it you or something with the iOS system???

Update 6/29/25 Why does this app continue to have this same problem over & over again? Sometimes I try to use Apples app but isn’t as flexible as Medisafe. Just fix it PLEASE",Needcontroll,30.06.2025,us,9.47.2,0
12831967913,Medisafe Medication Management,App Store,3,Great app but lots of glitches,"This app is good for med reminders and keeps track of all your medications, how many pills you have left, etc. The only issue I have is that the app glitches a lot. It randomly closes, it won’t update your meds sometimes, and it glitches every time I click a reminder from the notifications and it takes me to the reminders screen and then when I press cancel it starts to glitch and stall. So I wish y’all would fix that because it makes me want to delete the app.",Baileyb94,29.06.2025,us,9.47.2,0
12831869353,Medisafe Medication Management,App Store,3,Very glitchy,This app is very helpful but it’s very glitchy… I can’t even go in the app and click on anything without it flashing and I have updated the app and updated my phone.. anyone else experience this?,Uno flip,29.06.2025,us,9.47.2,0
12829775666,Medisafe Medication Management,App Store,3,Notification,Too soft otherwise I’d give it 5 stars. Great app,aegerten,29.06.2025,us,9.47.2,0
