ID,Название приложения,Магазин,Рейтинг,Заголовок,Содержание,Автор,Дата,Регион,Версия,Полезность
12884965804,Meds & Pill Reminder MyTherapy,App Store,5,Helpful!!,Very helpful woth remembering to take my medication‘s that have to be staggered,Meowmama22,13.07.2025,us,3.225.3,0
12884155979,Meds & Pill Reminder MyTherapy,App Store,5,Lifesaving app,This an easy to use app that makes keeping track of medicine a stress free routine,Patrycakes,12.07.2025,us,3.225.3,0
12883766281,Meds & Pill Reminder MyTherapy,App Store,5,Medication tracker,Great product for keeping a medication chart. So helpful! It’s a great way to develop healthy daily habits too.,epa1309,12.07.2025,us,3.225.3,0
12883514841,Meds & Pill Reminder MyTherapy,App Store,5,PERFECT!,The best solution I’ve found. Easy to use and setup.,Toddscarservice,12.07.2025,us,3.225.3,0
12883507235,Meds & Pill Reminder MyTherapy,App Store,5,Depend on it!,I really just use this as a reminder to take my meds. I was having trouble remembering whether I took them or not! I also tap the screen after confirming to see their picture of the day.,Mosquito1945,12.07.2025,us,3.225.3,0
12883006542,Meds & Pill Reminder MyTherapy,App Store,5,Liking this app,"I love this app cause it help me keep up with taking my medication on time, and what medication I need to take.",Love-pea,12.07.2025,us,3.225.3,0
12876949800,Meds & Pill Reminder MyTherapy,App Store,5,Medication,"This has been a great app medical app for me. I am so excited that as I was strolling through the App Store, I found this medical app. I’ve been with them over a year now, and have not had a problem at all. Thanks MyTherapy.",8160Ginnie,11.07.2025,us,3.225.3,0
12868421215,Meds & Pill Reminder MyTherapy,App Store,5,Perfect for me,I like the how the app reminds me.,Brada808,08.07.2025,us,3.225.3,0
12863117172,Meds & Pill Reminder MyTherapy,App Store,5,Blows past silence mode… perfect !!,"I need an app that will track and let me know when I need my drugs. If I miss something, it is critical, saved me from missing seizure medication!!!",Sirius user,07.07.2025,us,3.225.3,0
12861719472,Meds & Pill Reminder MyTherapy,App Store,5,Great Rx App,"This application is an excellent free pill reminder! It allows you to adjust dosage, have multiple reminders in one day, and you can export your list to provide it to your doctors.",Peachimom in TN,07.07.2025,us,3.225.3,0
12861445616,Meds & Pill Reminder MyTherapy,App Store,5,Reminder,Did an excellent job. Never forget to take pills again,Hungmtl,07.07.2025,us,3.225.3,0
12861019280,Meds & Pill Reminder MyTherapy,App Store,5,Great app,Easy for my 84 year old mom to follow,Momma’sGirl,07.07.2025,us,3.225.3,0
12859030047,Meds & Pill Reminder MyTherapy,App Store,5,Keeps track,"This is the best app for tracking how much medication you have, when to refill, and when you've taken ""as needed"" medicine.",Babaghanouj2,06.07.2025,us,3.225.3,0
12857688165,Meds & Pill Reminder MyTherapy,App Store,5,amazing free pill reminder,great app to help you take track of the pills you take daily or occasionally! can even add in medicine given in the hospital with injection site location. add in lab results. i could go on and on!! been using for almost 2 years now and i dont plan to stop.  and completely free so BONUS,Casssssssssŷ,06.07.2025,us,3.225.3,0
12856797172,Meds & Pill Reminder MyTherapy,App Store,5,Essential for chronic illness,This free medication app is a lifesaver. Literally. As someone with chronic illness I have a slew of medications I need to take daily plus some I have to take when I am in a flare. MyTherapy helps me not only remember to take them at specific times but keeps track for me so I can let my doctors know when I’ve had to change anything. I tell everyone I know that takes any form of medication about this app.,raffatt,05.07.2025,us,3.225.3,0
12855412825,Meds & Pill Reminder MyTherapy,App Store,4,Handy reminder feature,I use this app to set alarm reminders for recurring actions I need to take each day. For me that is getting up to walk each hour. It works really well and is very flexible for setting reminder times and sounds. I have been very pleased with how well this feature works. I use it every day. So 5 stars for the reminder feature. 3 stars for other features which don’t work as well. 4 stars overall.,KJS#1955,05.07.2025,us,3.225.3,0
12847520841,Meds & Pill Reminder MyTherapy,App Store,5,My Therapy,This app helps me to not miss my Belbuca pain medicine.,flday,03.07.2025,us,3.224.2,0
12831602639,Meds & Pill Reminder MyTherapy,App Store,3,My Therapy,Not very user friendly especially to indicate meds are all taken,remiajayi,29.06.2025,us,3.224.2,0
12828145293,Meds & Pill Reminder MyTherapy,App Store,5,Free Pill Reminder,"This app has been an invaluable tool for helping keep track of medications as well as other health related activities. It is customizable with numerous categories, for medications, activities, schedules, reminders, etc., and has pill inventory tracking.
As a bonus it even gives you a sweet little reward daily; upon completing each day's schedule a link pops up to open a new photo of something beautiful in the world to see, enjoy & appreciate. 😊 (Pausing a few moments to gaze at something that's lovely, relaxing, & brings about a smile, is good medicine, too!)",ThisIsFrida,28.06.2025,us,3.223.1,0
12806707000,Meds & Pill Reminder MyTherapy,App Store,5,A Great Tool,This is an easy to use app that keeps me on track with my medications. It’s easy to add new meds/vitamins as needed and perfect for keeping track of inventory!,Bobby Z 1,23.06.2025,us,3.223.1,0
12806336470,Meds & Pill Reminder MyTherapy,App Store,5,Great app,Excellent.,Lee in CdM,23.06.2025,us,3.223.1,0
12804648350,Meds & Pill Reminder MyTherapy,App Store,5,medication reminder,A terrific app that easily reminds you to take your medication on time. Highly recomended for everyone.,Vampire2024,22.06.2025,us,3.223.1,0
12802949069,Meds & Pill Reminder MyTherapy,App Store,5,Medication reminder,Well thought out and versatile this app has been a great help with my meds.,dressageboy,22.06.2025,us,3.205.2,0
12802687242,Meds & Pill Reminder MyTherapy,App Store,5,Keeps me on track,"Now when my doc asks me how many times a week I use my maintenance inhaler, I can tell her. 

Also love that I can keep track of my Zepbound injection site from week to week.",No Di mi,22.06.2025,us,3.223.1,0
12801048517,Meds & Pill Reminder MyTherapy,App Store,5,Very helpful,"Very helpful, I would probably forget if I took my meds👍",miladecki,21.06.2025,us,3.223.1,0
12800995421,Meds & Pill Reminder MyTherapy,App Store,5,Free pill reminder,I was having a hard time remembering if I took my heart medication in the mornings and at night. Once I downloaded this app I had no problem because it sends an alarm and you can always go into the app and see if you have closed the process. Great app if you have a hard time remembering if you took your meds or not.,Peacedude420,21.06.2025,us,3.223.1,0
12800895637,Meds & Pill Reminder MyTherapy,App Store,5,Free pill reminder,This app helps me by reminding me every time I have a pill. Since I always forget to take my pills at the right time this app helps me follow the time where I needed to be. Is part of my life now. I don’t know what I would do without this app.,Yoly86,21.06.2025,us,3.224.2,0
12778669109,Meds & Pill Reminder MyTherapy,App Store,1,David Fennema,This app is intermittent in alarm going off at the correct times. If it goes off it is the time is correct however more than 50% of the time it NEVER GOES OFF! This STINKS!,David wf50,15.06.2025,us,3.219.1,0
12775430338,Meds & Pill Reminder MyTherapy,App Store,5,I like it,"It really is helpful for keeping track of your medication and refills. If you’re older or just forgetful, this is a very valuable help.",Godogsgo,15.06.2025,us,3.220.0,0
12774374511,Meds & Pill Reminder MyTherapy,App Store,4,Not useful for my situation,"I downloaded this app, hoping that I could use it to log my cat's chemotherapy medications. Unfortunately, it is only for human medications. I wish that developers who create pill tracking apps would realize we have to also track medications for others, not just ourselves, including pets, children, the elderly, etc.",badkitty_,14.06.2025,us,3.223.1,0
12747565338,Meds & Pill Reminder MyTherapy,App Store,1,Crashes with New Update,Update: crashes with new update. Keeps crashing even when I delete the app and reinstall and log in again.,Momotoe,07.06.2025,us,3.220.0,0
12744878455,Meds & Pill Reminder MyTherapy,App Store,5,Easy and effective,Easy set up. Snooze function works well.,NYC2MSP,07.06.2025,us,3.220.0,0
12729614034,Meds & Pill Reminder MyTherapy,App Store,3,It wouldn’t stop sending me notifications.,"It did a great job of sending notifications when needed. But then afterwards, it did not end! I paused them, removed the meds, and it still kept sending me reminders at which point I had to delete the app!",Meemows,03.06.2025,us,3.220.0,0
12729528532,Meds & Pill Reminder MyTherapy,App Store,5,Works great,Works great and it’s free! This is rare! Who ever is designing is doing a great job! Intuitive and simple!,JEBuford,03.06.2025,us,3.220.0,0
12729040779,Meds & Pill Reminder MyTherapy,App Store,4,Free pill reminder,"Still in the beta stages, so I had to tweak it a bit to work for my new med that has a weird 4-day-on, 3-day-off schedule, but I got it to work. Also didn't have all my sister's meds so it was a bit confusing for her too. But this app does help remind me.",Quirky 🐍,03.06.2025,us,3.220.0,0
12723496296,Meds & Pill Reminder MyTherapy,App Store,5,Helps me organize and take my medication,MyTherapy has been helpful. I have one drug that must be taken first thing in the morning. My other drugs I need to take 30 minutes later. This app has been most helpful!,KellyShop,01.06.2025,us,3.220.0,0
12722739919,Meds & Pill Reminder MyTherapy,App Store,5,Wonderful App,This is a must have for anyone that take multiple medications throughout the week. Never fails to remind you and has multiple ways set frequency of doses.  A highly recommend free medication reminder.,Rozilla71,01.06.2025,us,3.220.0,0
12721369684,Meds & Pill Reminder MyTherapy,App Store,5,My therapy Medicine Tracjer,"Just a great tool to provide me with daily prompts to take my scheduled meds.
Highly recommend. Easy set up and then it does the rest. And it’s free. And if so inclined it keeps track of how many pills are left.",abbdoo,01.06.2025,us,3.220.0,0
12721202176,Meds & Pill Reminder MyTherapy,App Store,5,Excellent,Excellent,nimizenama,01.06.2025,us,3.220.0,0
12719629722,Meds & Pill Reminder MyTherapy,App Store,5,Best App To Help,I kept forgetting my medications. This app really helped me out and has made things better for me. It not only gives you an alarm there are more features. It can even remind you to refill your medication. Plus track your mood.,On Time 4 Health,31.05.2025,us,3.220.0,0
12719579920,Meds & Pill Reminder MyTherapy,App Store,5,Helpful Tracker,Great help to keep track of moods and meds!,Ms.AppleMac,31.05.2025,us,3.220.0,0
12715457597,Meds & Pill Reminder MyTherapy,App Store,5,Exceptional reminder,"I’ve been using MyTherapy app now for a month.  I’m taking my meds every morning and night!!  That’s huge!  I also monitor my anxiety and overall mood and that’s been interesting to see it in chart view.  I just learned that I can add my doctor appointments too, thanks to Dominik, who has been so quick to respond to my questions! Can’t wait to try it out!  Please keep this app free of charge so that many people like me can continue to use it!  Thank you, thank you for developing such a needful tool!!",Infinity xox,30.05.2025,us,3.220.0,0
12711100466,Meds & Pill Reminder MyTherapy,App Store,2,Buggy,Buggy,jb2023b,29.05.2025,us,3.220.0,0
12707843612,Meds & Pill Reminder MyTherapy,App Store,5,So helpful to manage my meds needed after knee replacement surgery!,I normally take no prescriptions and knee replacement required 8 for me to manage. This app has taken the burden away of remembering what to take when.,Lesley from Minnesota,28.05.2025,us,3.220.0,0
12704349277,Meds & Pill Reminder MyTherapy,App Store,5,Excellent app,I have bad short term memory so this app saves me and makes sure I take my meds everyday and don’t accidentally take them more than once per day,Addisonlm99,27.05.2025,us,3.220.0,0
12698732440,Meds & Pill Reminder MyTherapy,App Store,5,Free pill reminder,Free pill reminder,Joer4444,26.05.2025,us,3.220.0,0
12697276533,Meds & Pill Reminder MyTherapy,App Store,5,Free Pill Reminder!,"Simple useful extremely well-designed
So helpful when the need to take medications arises.",Alltakenakways,25.05.2025,us,3.220.0,0
12696511437,Meds & Pill Reminder MyTherapy,App Store,5,Great features,"Easy to use and create routines. Routines can be meds, symptom checks, or activities!!!  Can add refills as well to meds. Alerts can be normal or critical. 

Love this app",Jln8675309,25.05.2025,us,3.220.0,0
12696288092,Meds & Pill Reminder MyTherapy,App Store,5,Great app,"Free pill reminder, great!",Rickysline1946,25.05.2025,us,3.220.0,0
12694476097,Meds & Pill Reminder MyTherapy,App Store,4,"Good, I recommend","Needs some tweaks. I have suggested some things and pointed out other issues but haven’t had any success or feedback from them.  I would like to have better data export, like to a csv file that I could import and  ado to send data to my doctor.  My reminder to check my BP has a zero I. Each entry that I must first delete before entering data. 
It IS a very useful tool but needs some work to clean it up.",IT1051SA,25.05.2025,us,3.220.0,0
